Year,Car,Sale Type,Fuel Type,Transmission,Unit Price (USD),Units Sold,Revenue (USD),Budget
07-05-2022,Car2,Direct Sale,Petrol,Automatic,83014.99,5,415074.95,61431.0926
07-05-2022,Car1,Pre Book,Petrol,Automatic,70930.03,5,354650.15,48232.4204
08-05-2022,Car3,Direct Sale,Electric,Manual,74178.05,4,296712.2,54891.757
08-05-2022,Car1,Direct Sale,Electric,Automatic,40520.62,1,40520.62,25527.9906
08-05-2022,Car3,Direct Sale,Petrol,Automatic,73925.19,3,221775.57,51747.633
08-05-2022,Car1,Pre Book,Petrol,Manual,25711.81,2,51423.62,16712.6765
08-05-2022,Car3,Pre Book,Petrol,Automatic,66694.62,4,266778.48,44685.3954
09-05-2022,Car3,Direct Sale,Diesel,Automatic,16376.88,3,49130.64,11955.1224
09-05-2022,Car2,Direct Sale,Diesel,Automatic,53619.56,5,268097.8,35925.1052
09-05-2022,Car1,Direct Sale,Petrol,Manual,47872.4,5,239362,33510.68
09-05-2022,Car3,Pre Book,Petrol,Automatic,71411.62,2,142823.24,43561.0882
10-05-2022,Car2,Pre Book,Diesel,Manual,82458.98,3,247376.94,61844.235
10-05-2022,Car3,Direct Sale,Electric,Automatic,28095.82,3,84287.46,17138.4502
10-05-2022,Car1,Direct Sale,Electric,Manual,27638.6,4,110554.4,19347.02
10-05-2022,Car3,Third Party,Petrol,Manual,15307.97,3,45923.91,10256.3399
10-05-2022,Car2,Direct Sale,Petrol,Automatic,24742.41,1,24742.41,17814.5352
10-05-2022,Car3,Pre Book,Petrol,Manual,49298.75,5,246493.75,29579.25
10-05-2022,Car2,Third Party,Petrol,Manual,36950.36,5,184751.8,22170.216
10-05-2022,Car3,Pre Book,Petrol,Automatic,66554.24,1,66554.24,42594.7136
11-05-2022,Car3,Pre Book,Diesel,Manual,16124.89,5,80624.45,9836.1829
11-05-2022,Car2,Direct Sale,Petrol,Manual,24527.52,1,24527.52,14961.7872
11-05-2022,Car3,Pre Book,Petrol,Manual,15610.97,2,31221.94,10771.5693
11-05-2022,Car1,Third Party,Petrol,Automatic,77503.32,3,232509.96,55027.3572
11-05-2022,Car3,Third Party,Petrol,Manual,67681.31,4,270725.24,48730.5432
12-05-2022,Car2,Third Party,Diesel,Automatic,17515.94,4,70063.76,12786.6362
12-05-2022,Car2,Third Party,Electric,Manual,78657.57,5,393287.85,47981.1177
12-05-2022,Car2,Direct Sale,Petrol,Automatic,18356.36,3,55069.08,11013.816
12-05-2022,Car3,Pre Book,Petrol,Manual,37752.32,5,188761.6,23028.9152
12-05-2022,Car2,Pre Book,Petrol,Automatic,27914.57,1,27914.57,17586.1791
13-05-2022,Car2,Direct Sale,Diesel,Automatic,51480.38,1,51480.38,34491.8546
13-05-2022,Car2,Pre Book,Diesel,Automatic,77223.29,3,231669.87,56373.0017
13-05-2022,Car1,Pre Book,Diesel,Manual,79765.99,3,239297.97,53443.2133
13-05-2022,Car1,Pre Book,Electric,Manual,28591.35,4,114365.4,18012.5505
13-05-2022,Car3,Direct Sale,Electric,Automatic,51939.14,2,103878.28,34799.2238
13-05-2022,Car3,Pre Book,Petrol,Manual,56751.15,1,56751.15,40860.828
13-05-2022,Car1,Direct Sale,Petrol,Manual,18501.36,4,74005.44,13505.9928
13-05-2022,Car2,Direct Sale,Petrol,Manual,41267.75,3,123803.25,24760.65
13-05-2022,Car2,Pre Book,Petrol,Automatic,87904.01,1,87904.01,65928.0075
13-05-2022,Car2,Direct Sale,Petrol,Automatic,54034.21,3,162102.63,32420.526
13-05-2022,Car1,Pre Book,Petrol,Manual,53552.31,4,214209.24,38557.6632
14-05-2022,Car3,Pre Book,Diesel,Manual,74429.31,2,148858.62,50611.9308
14-05-2022,Car3,Pre Book,Diesel,Automatic,81185.26,3,243555.78,55205.9768
14-05-2022,Car1,Third Party,Diesel,Manual,61098.08,4,244392.32,42157.6752
14-05-2022,Car3,Third Party,Electric,Manual,40805.66,4,163222.64,26931.7356
15-05-2022,Car3,Direct Sale,Diesel,Automatic,18629.69,4,74518.76,12668.1892
15-05-2022,Car3,Direct Sale,Diesel,Manual,43217.2,3,129651.6,29819.868
15-05-2022,Car3,Pre Book,Electric,Manual,46359.87,5,231799.35,29206.7181
15-05-2022,Car1,Pre Book,Petrol,Automatic,32882.04,4,131528.16,19729.224
15-05-2022,Car3,Third Party,Petrol,Manual,39040.21,1,39040.21,24985.7344
15-05-2022,Car1,Direct Sale,Petrol,Automatic,19180.16,5,95900.8,12467.104
16-05-2022,Car2,Direct Sale,Diesel,Automatic,58880.84,3,176642.52,41805.3964
16-05-2022,Car1,Pre Book,Diesel,Manual,31941.11,5,159705.55,23317.0103
16-05-2022,Car3,Pre Book,Petrol,Automatic,15226.57,5,76132.85,9440.4734
16-05-2022,Car2,Direct Sale,Petrol,Automatic,84734.38,1,84734.38,61856.0974
16-05-2022,Car2,Direct Sale,Petrol,Manual,71759.19,4,287036.76,48078.6573
16-05-2022,Car3,Third Party,Petrol,Manual,35580.88,4,142323.52,21704.3368
17-05-2022,Car2,Pre Book,Diesel,Automatic,25143.09,2,50286.18,16091.5776
17-05-2022,Car3,Third Party,Diesel,Manual,74835.18,4,299340.72,44901.108
17-05-2022,Car1,Direct Sale,Diesel,Manual,44891.94,1,44891.94,32322.1968
17-05-2022,Car2,Pre Book,Electric,Automatic,72209.93,5,361049.65,49102.7524
17-05-2022,Car1,Direct Sale,Electric,Automatic,33905.24,4,135620.96,23055.5632
17-05-2022,Car1,Direct Sale,Petrol,Automatic,73925,1,73925,47312
17-05-2022,Car2,Third Party,Petrol,Automatic,30560.21,1,30560.21,18641.7281
17-05-2022,Car1,Pre Book,Petrol,Automatic,45011.65,1,45011.65,27457.1065
17-05-2022,Car1,Direct Sale,Petrol,Manual,73288.94,3,219866.82,46904.9216
18-05-2022,Car1,Pre Book,Diesel,Manual,85209.42,2,170418.84,57090.3114
18-05-2022,Car3,Direct Sale,Electric,Manual,39660.14,4,158640.56,28158.6994
18-05-2022,Car3,Third Party,Petrol,Manual,30483.39,4,121933.56,22252.8747
18-05-2022,Car2,Third Party,Petrol,Automatic,67238.04,3,201714.12,46394.2476
19-05-2022,Car1,Direct Sale,Diesel,Manual,24381.67,5,121908.35,18286.2525
19-05-2022,Car2,Pre Book,Electric,Automatic,26812.54,1,26812.54,17428.151
19-05-2022,Car1,Direct Sale,Petrol,Automatic,15135.9,5,75679.5,9838.335
20-05-2022,Car1,Third Party,Diesel,Automatic,76889.47,3,230668.41,55360.4184
20-05-2022,Car2,Direct Sale,Diesel,Automatic,88895.25,3,266685.75,55115.055
20-05-2022,Car3,Direct Sale,Electric,Automatic,58206.07,4,232824.28,39580.1276
20-05-2022,Car3,Pre Book,Petrol,Automatic,70833.16,2,141666.32,42499.896
20-05-2022,Car1,Direct Sale,Petrol,Automatic,80994.72,3,242984.16,48596.832
20-05-2022,Car2,Pre Book,Petrol,Automatic,26586.99,5,132934.95,17813.2833
20-05-2022,Car1,Pre Book,Petrol,Manual,89278.08,2,178556.16,59816.3136
20-05-2022,Car2,Direct Sale,Petrol,Automatic,67705.37,5,338526.85,50101.9738
21-05-2022,Car2,Direct Sale,Diesel,Automatic,67662.32,5,338311.6,50746.74
21-05-2022,Car1,Pre Book,Petrol,Automatic,87951.66,2,175903.32,62445.6786
21-05-2022,Car3,Third Party,Petrol,Automatic,57799.84,2,115599.68,41037.8864
21-05-2022,Car2,Direct Sale,Petrol,Manual,83760.49,2,167520.98,60307.5528
22-05-2022,Car1,Pre Book,Diesel,Manual,54130.74,4,216522.96,37350.2106
22-05-2022,Car1,Direct Sale,Electric,Automatic,50674.13,4,202696.52,33444.9258
22-05-2022,Car3,Direct Sale,Petrol,Manual,17638.1,5,88190.5,12875.813
22-05-2022,Car1,Third Party,Petrol,Automatic,35017.45,3,105052.35,23111.517
23-05-2022,Car1,Third Party,Diesel,Automatic,69706.96,2,139413.92,41824.176
23-05-2022,Car2,Pre Book,Diesel,Automatic,36609.38,3,109828.14,24894.3784
23-05-2022,Car2,Pre Book,Diesel,Automatic,69328.98,1,69328.98,43677.2574
23-05-2022,Car2,Pre Book,Petrol,Automatic,40924.27,2,81848.54,27010.0182
23-05-2022,Car2,Pre Book,Petrol,Automatic,84826.45,4,339305.8,55985.457
23-05-2022,Car2,Third Party,Petrol,Manual,22631.59,2,45263.18,16068.4289
23-05-2022,Car1,Third Party,Petrol,Manual,34023.19,2,68046.38,21774.8416
24-05-2022,Car3,Third Party,Diesel,Manual,43737.34,2,87474.68,27554.5242
24-05-2022,Car2,Direct Sale,Diesel,Manual,57200.22,5,286001.1,37180.143
24-05-2022,Car1,Direct Sale,Electric,Automatic,33915.18,1,33915.18,22384.0188
24-05-2022,Car3,Direct Sale,Petrol,Automatic,66736.78,3,200210.34,50052.585
24-05-2022,Car1,Pre Book,Petrol,Manual,33203.62,1,33203.62,19922.172
24-05-2022,Car3,Pre Book,Petrol,Automatic,56130.07,4,224520.28,40413.6504
25-05-2022,Car3,Pre Book,Electric,Automatic,65842.12,3,197526.36,43455.7992
25-05-2022,Car1,Third Party,Electric,Manual,39428.05,5,197140.25,26416.7935
25-05-2022,Car2,Direct Sale,Petrol,Manual,75571.94,4,302287.76,46098.8834
25-05-2022,Car1,Direct Sale,Petrol,Manual,76785.13,3,230355.39,52981.7397
25-05-2022,Car3,Third Party,Petrol,Automatic,45962.95,2,91925.9,31254.806
25-05-2022,Car2,Direct Sale,Petrol,Manual,33920.18,3,101760.54,21708.9152
25-05-2022,Car1,Third Party,Petrol,Automatic,88720.87,4,354883.48,62991.8177
26-05-2022,Car3,Pre Book,Diesel,Manual,87985.85,2,175971.7,58950.5195
26-05-2022,Car2,Third Party,Diesel,Manual,50443.19,5,252215.95,30770.3459
26-05-2022,Car1,Pre Book,Petrol,Manual,43711.82,2,87423.64,30161.1558
27-05-2022,Car3,Direct Sale,Diesel,Manual,54861.44,5,274307.2,40048.8512
27-05-2022,Car1,Third Party,Petrol,Automatic,87164.69,2,174329.38,64501.8706
27-05-2022,Car3,Pre Book,Petrol,Automatic,50784.73,5,253923.65,32502.2272
27-05-2022,Car3,Direct Sale,Petrol,Automatic,67898,1,67898,45491.66
27-05-2022,Car3,Direct Sale,Petrol,Automatic,75788.74,4,303154.96,55325.7802
27-05-2022,Car3,Direct Sale,Petrol,Manual,37170.17,5,185850.85,27505.9258
28-05-2022,Car1,Direct Sale,Diesel,Automatic,32016.44,1,32016.44,20810.686
28-05-2022,Car2,Direct Sale,Diesel,Automatic,73797.89,1,73797.89,54610.4386
28-05-2022,Car1,Third Party,Electric,Automatic,84106.45,4,336425.8,50463.87
28-05-2022,Car3,Pre Book,Electric,Manual,49276.8,3,147830.4,31044.384
28-05-2022,Car3,Pre Book,Electric,Automatic,76751.06,4,307004.24,49888.189
28-05-2022,Car3,Direct Sale,Petrol,Automatic,65341.62,3,196024.86,40511.8044
28-05-2022,Car3,Third Party,Petrol,Automatic,81125.59,1,81125.59,51109.1217
28-05-2022,Car1,Direct Sale,Petrol,Manual,56545.63,2,113091.26,40147.3973
01-06-2022,Car2,Third Party,Diesel,Manual,76259.5,3,228778.5,48806.08
01-06-2022,Car1,Direct Sale,Diesel,Manual,70260.38,5,351301.9,51992.6812
01-06-2022,Car1,Third Party,Diesel,Manual,47373.81,1,47373.81,32214.1908
01-06-2022,Car1,Pre Book,Electric,Manual,20785.83,4,83143.32,15381.5142
01-06-2022,Car2,Direct Sale,Electric,Manual,76615.17,3,229845.51,49033.7088
01-06-2022,Car2,Third Party,Electric,Automatic,46009.93,4,184039.72,34047.3482
01-06-2022,Car1,Third Party,Petrol,Automatic,38502.58,4,154010.32,28106.8834
02-06-2022,Car1,Pre Book,Diesel,Automatic,47801.07,2,95602.14,33938.7597
02-06-2022,Car2,Direct Sale,Diesel,Automatic,16377.87,5,81889.35,11792.0664
02-06-2022,Car2,Pre Book,Diesel,Automatic,49676.67,3,149030.01,37257.5025
02-06-2022,Car2,Third Party,Petrol,Automatic,80634.07,2,161268.14,56443.849
03-06-2022,Car3,Third Party,Electric,Manual,73748.77,3,221246.31,55311.5775
03-06-2022,Car1,Third Party,Electric,Manual,20889.54,5,104447.7,15040.4688
03-06-2022,Car1,Pre Book,Petrol,Manual,39507.98,5,197539.9,28445.7456
03-06-2022,Car2,Direct Sale,Petrol,Automatic,49684.26,3,149052.78,36766.3524
03-06-2022,Car3,Direct Sale,Petrol,Automatic,30784.63,1,30784.63,18470.778
03-06-2022,Car3,Third Party,Petrol,Automatic,32130.67,1,32130.67,21206.2422
03-06-2022,Car2,Third Party,Petrol,Manual,89406.91,1,89406.91,59902.6297
03-06-2022,Car1,Pre Book,Petrol,Automatic,81251.23,1,81251.23,52000.7872
04-06-2022,Car1,Pre Book,Diesel,Manual,71526.04,2,143052.08,50068.228
04-06-2022,Car1,Pre Book,Diesel,Manual,76820.1,5,384100.5,57615.075
04-06-2022,Car1,Third Party,Petrol,Automatic,24259.77,4,97039.08,15041.0574
04-06-2022,Car2,Direct Sale,Petrol,Automatic,65985.82,4,263943.28,49489.365
04-06-2022,Car3,Direct Sale,Petrol,Automatic,55044.63,2,110089.26,41283.4725
05-06-2022,Car3,Direct Sale,Diesel,Automatic,77708.9,2,155417.8,57504.586
05-06-2022,Car1,Pre Book,Petrol,Manual,77005.68,5,385028.4,47743.5216
05-06-2022,Car1,Pre Book,Petrol,Automatic,88944.2,2,177888.4,62260.94
05-06-2022,Car2,Pre Book,Petrol,Manual,55632.02,1,55632.02,35604.4928
05-06-2022,Car2,Direct Sale,Petrol,Automatic,40391.55,4,161566.2,30293.6625
05-06-2022,Car1,Direct Sale,Petrol,Automatic,45881.08,5,229405.4,31657.9452
06-06-2022,Car2,Direct Sale,Diesel,Automatic,51479.37,4,205917.48,36035.559
06-06-2022,Car3,Direct Sale,Electric,Manual,50695.67,3,152087.01,33966.0989
06-06-2022,Car2,Third Party,Petrol,Manual,29244.96,4,116979.84,21933.72
06-06-2022,Car2,Pre Book,Petrol,Automatic,84834.03,2,169668.06,61080.5016
07-06-2022,Car3,Third Party,Diesel,Manual,85884.18,2,171768.36,55824.717
07-06-2022,Car1,Direct Sale,Petrol,Manual,67432.97,2,134865.94,41134.1117
07-06-2022,Car1,Direct Sale,Petrol,Manual,31091.74,5,155458.7,19898.7136
07-06-2022,Car2,Direct Sale,Petrol,Automatic,22024.31,2,44048.62,15196.7739
07-06-2022,Car2,Pre Book,Petrol,Automatic,23663.84,5,118319.2,16328.0496
07-06-2022,Car3,Third Party,Petrol,Automatic,70055.51,4,280222.04,48338.3019
07-06-2022,Car1,Direct Sale,Petrol,Automatic,64096.59,4,256386.36,43585.6812
07-06-2022,Car3,Third Party,Petrol,Automatic,41991.19,4,167964.76,29393.833
08-06-2022,Car1,Third Party,Electric,Manual,89119.66,1,89119.66,64166.1552
08-06-2022,Car3,Third Party,Electric,Automatic,54506.95,5,272534.75,40335.143
08-06-2022,Car2,Direct Sale,Petrol,Automatic,24218.34,5,121091.7,17195.0214
08-06-2022,Car2,Third Party,Petrol,Manual,65936.88,1,65936.88,45496.4472
09-06-2022,Car3,Pre Book,Electric,Manual,16530.12,2,33060.24,11240.4816
09-06-2022,Car3,Pre Book,Electric,Automatic,40105.15,5,200525.75,26068.3475
09-06-2022,Car2,Direct Sale,Petrol,Automatic,27507.32,2,55014.64,20080.3436
09-06-2022,Car1,Pre Book,Petrol,Manual,49149.66,1,49149.66,31947.279
09-06-2022,Car3,Pre Book,Petrol,Manual,41624.63,5,208123.15,30802.2262
10-06-2022,Car3,Direct Sale,Diesel,Automatic,79423.54,2,158847.08,49242.5948
10-06-2022,Car2,Third Party,Electric,Manual,55010.89,1,55010.89,41258.1675
10-06-2022,Car2,Pre Book,Electric,Automatic,46244.42,5,231222.1,30058.873
10-06-2022,Car2,Third Party,Electric,Automatic,83606.54,5,418032.7,54344.251
10-06-2022,Car2,Direct Sale,Petrol,Manual,46347.64,2,92695.28,29662.4896
10-06-2022,Car1,Third Party,Petrol,Manual,46183.95,3,138551.85,32790.6045
11-06-2022,Car2,Pre Book,Diesel,Automatic,83584.32,3,250752.96,61852.3968
11-06-2022,Car3,Direct Sale,Diesel,Manual,81772.69,4,327090.76,58876.3368
11-06-2022,Car1,Direct Sale,Electric,Automatic,23024.34,4,92097.36,16807.7682
11-06-2022,Car2,Pre Book,Electric,Manual,83561.73,4,334246.92,57657.5937
11-06-2022,Car1,Direct Sale,Electric,Manual,74377.13,1,74377.13,52807.7623
12-06-2022,Car2,Direct Sale,Diesel,Automatic,56547.75,5,282738.75,41279.8575
12-06-2022,Car1,Third Party,Diesel,Manual,76334.13,1,76334.13,54960.5736
12-06-2022,Car3,Pre Book,Diesel,Manual,18480.22,1,18480.22,13860.165
12-06-2022,Car2,Third Party,Diesel,Manual,25332.22,5,126661.1,16972.5874
12-06-2022,Car1,Pre Book,Electric,Automatic,75760.51,5,378802.55,50759.5417
13-06-2022,Car3,Direct Sale,Diesel,Manual,80617.29,3,241851.87,49176.5469
13-06-2022,Car1,Direct Sale,Electric,Automatic,85385.12,4,341540.48,52938.7744
13-06-2022,Car2,Pre Book,Petrol,Automatic,67998.19,3,203994.57,50998.6425
13-06-2022,Car2,Direct Sale,Petrol,Automatic,65220.84,2,130441.68,46959.0048
13-06-2022,Car2,Third Party,Petrol,Automatic,45273.5,1,45273.5,30333.245
13-06-2022,Car2,Direct Sale,Petrol,Automatic,59735.59,1,59735.59,40620.2012
13-06-2022,Car2,Pre Book,Petrol,Automatic,59132.52,1,59132.52,37844.8128
14-06-2022,Car2,Third Party,Diesel,Manual,64033.34,4,256133.36,48025.005
14-06-2022,Car1,Direct Sale,Electric,Manual,59318.71,2,118637.42,43302.6583
14-06-2022,Car2,Direct Sale,Electric,Manual,32297.9,4,129191.6,24223.425
14-06-2022,Car2,Direct Sale,Electric,Manual,64736.09,2,129472.18,41431.0976
14-06-2022,Car1,Pre Book,Petrol,Manual,51531.19,5,257655.95,31434.0259
14-06-2022,Car1,Pre Book,Petrol,Automatic,18288.51,2,36577.02,13350.6123
14-06-2022,Car3,Direct Sale,Petrol,Automatic,84020.43,5,420102.15,51252.4623
14-06-2022,Car1,Direct Sale,Petrol,Manual,58367.23,3,175101.69,36187.6826
15-06-2022,Car3,Direct Sale,Diesel,Manual,66796.71,1,66796.71,47425.6641
15-06-2022,Car2,Pre Book,Diesel,Manual,56989.15,2,113978.3,42171.971
15-06-2022,Car2,Pre Book,Diesel,Automatic,20326.84,2,40653.68,13212.446
15-06-2022,Car3,Pre Book,Diesel,Automatic,50110.65,4,200442.6,32571.9225
15-06-2022,Car2,Third Party,Petrol,Manual,87947,2,175894,54527.14
15-06-2022,Car2,Pre Book,Petrol,Manual,77560.4,2,155120.8,48863.052
15-06-2022,Car1,Third Party,Petrol,Automatic,80858.64,4,323434.56,58218.2208
16-06-2022,Car2,Third Party,Diesel,Automatic,50081.15,1,50081.15,36559.2395
16-06-2022,Car1,Direct Sale,Diesel,Manual,75611.78,3,226835.34,46879.3036
16-06-2022,Car1,Third Party,Electric,Automatic,67366.16,1,67366.16,42440.6808
16-06-2022,Car3,Direct Sale,Petrol,Automatic,65564.41,3,196693.23,40649.9342
16-06-2022,Car1,Direct Sale,Petrol,Automatic,34864.97,3,104594.91,21616.2814
16-06-2022,Car2,Third Party,Petrol,Manual,74288.52,3,222865.56,50516.1936
16-06-2022,Car2,Third Party,Petrol,Automatic,86104,3,258312,52523.44
17-06-2022,Car1,Third Party,Electric,Manual,75308.19,1,75308.19,48950.3235
17-06-2022,Car2,Pre Book,Petrol,Manual,28484.84,2,56969.68,17945.4492
17-06-2022,Car2,Direct Sale,Petrol,Manual,79682.56,4,318730.24,58168.2688
18-06-2022,Car2,Direct Sale,Diesel,Manual,74000.02,3,222000.06,55500.015
18-06-2022,Car1,Third Party,Petrol,Manual,34680.59,1,34680.59,24623.2189
18-06-2022,Car3,Third Party,Petrol,Manual,62353.31,3,187059.93,42400.2508
18-06-2022,Car3,Third Party,Petrol,Automatic,18175.09,4,72700.36,13086.0648
18-06-2022,Car1,Third Party,Petrol,Automatic,64860.58,2,129721.16,46699.6176
18-06-2022,Car3,Direct Sale,Petrol,Manual,78782.21,4,315128.84,51208.4365
19-06-2022,Car2,Pre Book,Petrol,Automatic,53527.79,5,267638.95,36934.1751
19-06-2022,Car2,Third Party,Petrol,Automatic,25058.97,1,25058.97,16789.5099
19-06-2022,Car2,Direct Sale,Petrol,Manual,54951.43,3,164854.29,36817.4581
21-06-2022,Car1,Direct Sale,Diesel,Automatic,53230.16,1,53230.16,34067.3024
21-06-2022,Car2,Third Party,Diesel,Manual,47101.45,1,47101.45,31557.9715
21-06-2022,Car3,Direct Sale,Diesel,Manual,74449.69,5,372248.45,54348.2737
21-06-2022,Car3,Direct Sale,Electric,Automatic,60874.18,3,182622.54,43220.6678
21-06-2022,Car1,Direct Sale,Petrol,Manual,18257.5,1,18257.5,12232.525
21-06-2022,Car2,Direct Sale,Petrol,Manual,87351.79,5,436758.95,56778.6635
21-06-2022,Car2,Pre Book,Petrol,Automatic,71128.14,1,71128.14,47655.8538
21-06-2022,Car1,Third Party,Petrol,Manual,42749.92,2,85499.84,27359.9488
21-06-2022,Car1,Direct Sale,Petrol,Automatic,45298.22,1,45298.22,33067.7006
21-06-2022,Car1,Pre Book,Petrol,Automatic,57892.31,5,289461.55,39366.7708
21-06-2022,Car1,Direct Sale,Petrol,Automatic,83596.23,3,250788.69,54337.5495
21-06-2022,Car3,Pre Book,Petrol,Manual,68414.11,2,136828.22,42416.7482
22-06-2022,Car2,Third Party,Diesel,Manual,75595.35,4,302381.4,52916.745
22-06-2022,Car1,Direct Sale,Diesel,Manual,70885.86,2,141771.72,43949.2332
22-06-2022,Car2,Third Party,Petrol,Automatic,53583.93,3,160751.79,35901.2331
22-06-2022,Car2,Pre Book,Petrol,Manual,25638.33,1,25638.33,15895.7646
22-06-2022,Car2,Pre Book,Petrol,Manual,44251.2,3,132753.6,33188.4
22-06-2022,Car1,Third Party,Petrol,Automatic,23286.27,1,23286.27,16533.2517
22-06-2022,Car1,Third Party,Petrol,Automatic,26676.94,4,106707.76,20007.705
22-06-2022,Car2,Pre Book,Petrol,Manual,63208.02,4,252832.08,46773.9348
22-06-2022,Car3,Direct Sale,Petrol,Manual,54909.96,1,54909.96,38986.0716
23-06-2022,Car2,Third Party,Diesel,Automatic,61451.35,5,307256.75,41172.4045
23-06-2022,Car2,Pre Book,Electric,Manual,76305.93,5,381529.65,48072.7359
23-06-2022,Car3,Third Party,Petrol,Manual,69749.49,3,209248.47,51614.6226
23-06-2022,Car2,Third Party,Petrol,Automatic,23279.57,5,116397.85,16295.699
23-06-2022,Car1,Third Party,Petrol,Manual,62761.61,4,251046.44,45815.9753
24-06-2022,Car1,Pre Book,Diesel,Manual,70770.19,3,212310.57,46708.3254
24-06-2022,Car1,Third Party,Diesel,Manual,15733.45,2,31466.9,11170.7495
24-06-2022,Car1,Pre Book,Petrol,Automatic,79084.13,3,237252.39,53777.2084
24-06-2022,Car1,Third Party,Petrol,Automatic,29402.52,3,88207.56,20287.7388
24-06-2022,Car3,Third Party,Petrol,Manual,88618.43,2,177236.86,54943.4266
25-06-2022,Car2,Direct Sale,Diesel,Automatic,24826.1,3,74478.3,15888.704
25-06-2022,Car2,Pre Book,Petrol,Manual,46525.15,2,93050.3,28845.593
25-06-2022,Car1,Direct Sale,Petrol,Automatic,34443.01,2,68886.02,24110.107
25-06-2022,Car2,Third Party,Petrol,Automatic,35090.52,3,105271.56,21405.2172
26-06-2022,Car1,Direct Sale,Diesel,Automatic,71629.53,4,286518.12,49424.3757
26-06-2022,Car2,Pre Book,Diesel,Automatic,54544.14,3,163632.42,32726.484
26-06-2022,Car3,Third Party,Petrol,Manual,21419.97,3,64259.91,13708.7808
26-06-2022,Car1,Direct Sale,Petrol,Manual,59170.2,1,59170.2,39644.034
26-06-2022,Car3,Pre Book,Petrol,Automatic,83371.37,4,333485.48,55025.1042
26-06-2022,Car2,Direct Sale,Petrol,Automatic,23877.17,2,47754.34,16236.4756
27-06-2022,Car1,Direct Sale,Diesel,Manual,47363.11,5,236815.55,30312.3904
27-06-2022,Car2,Pre Book,Diesel,Manual,61170.9,3,183512.7,42819.63
27-06-2022,Car1,Third Party,Diesel,Manual,24912.13,2,49824.26,16442.0058
27-06-2022,Car2,Pre Book,Electric,Manual,80366.39,3,241099.17,53041.8174
27-06-2022,Car1,Direct Sale,Electric,Manual,26871.23,1,26871.23,18272.4364
27-06-2022,Car3,Third Party,Electric,Manual,26611.18,1,26611.18,19160.0496
27-06-2022,Car2,Direct Sale,Petrol,Manual,77381.86,4,309527.44,50298.209
27-06-2022,Car1,Third Party,Petrol,Automatic,51009.47,1,51009.47,37236.9131
28-06-2022,Car3,Pre Book,Diesel,Automatic,30840.62,3,92521.86,21280.0278
28-06-2022,Car3,Direct Sale,Electric,Automatic,82830.11,5,414150.55,59637.6792
28-06-2022,Car2,Pre Book,Electric,Automatic,60308.67,1,60308.67,42819.1557
28-06-2022,Car2,Third Party,Electric,Manual,22991.96,5,114959.8,16094.372
28-06-2022,Car1,Direct Sale,Petrol,Automatic,37375.33,1,37375.33,25415.2244
28-06-2022,Car2,Third Party,Petrol,Manual,48920.59,5,244602.95,32776.7953
28-06-2022,Car1,Third Party,Petrol,Automatic,26497.21,2,52994.42,19872.9075
28-06-2022,Car1,Third Party,Petrol,Manual,76741.98,1,76741.98,50649.7068
28-06-2022,Car3,Pre Book,Petrol,Automatic,61737.13,3,185211.39,41363.8771
01-07-2022,Car2,Direct Sale,Diesel,Automatic,68724.4,5,343622,46732.592
01-07-2022,Car1,Third Party,Diesel,Manual,34672.87,1,34672.87,21843.9081
01-07-2022,Car3,Pre Book,Diesel,Manual,85726.55,3,257179.65,51435.93
01-07-2022,Car3,Third Party,Diesel,Manual,19836.8,4,79347.2,13489.024
01-07-2022,Car3,Third Party,Diesel,Automatic,33635.14,1,33635.14,21862.841
01-07-2022,Car1,Third Party,Diesel,Automatic,53301.22,5,266506.1,35711.8174
01-07-2022,Car2,Pre Book,Petrol,Manual,43008.34,5,215041.7,30535.9214
01-07-2022,Car1,Direct Sale,Petrol,Automatic,23778.38,5,118891.9,17358.2174
02-07-2022,Car3,Direct Sale,Diesel,Automatic,60642.87,5,303214.35,37598.5794
02-07-2022,Car2,Direct Sale,Diesel,Automatic,37421.08,4,149684.32,26943.1776
02-07-2022,Car3,Pre Book,Diesel,Manual,34379.45,4,137517.8,22690.437
02-07-2022,Car2,Direct Sale,Petrol,Automatic,40259.45,2,80518.9,30194.5875
03-07-2022,Car1,Direct Sale,Diesel,Manual,83309.62,5,416548.1,57483.6378
03-07-2022,Car3,Third Party,Electric,Automatic,50630.92,5,253154.6,37466.8808
03-07-2022,Car3,Direct Sale,Electric,Manual,43153.3,5,215766.5,31933.442
03-07-2022,Car1,Third Party,Petrol,Manual,75597.43,5,377987.15,51406.2524
03-07-2022,Car2,Third Party,Petrol,Manual,41993.55,5,209967.75,28975.5495
04-07-2022,Car3,Direct Sale,Diesel,Automatic,82808.52,2,165617.04,49685.112
04-07-2022,Car3,Third Party,Diesel,Manual,26478.19,1,26478.19,19593.8606
04-07-2022,Car2,Direct Sale,Electric,Automatic,69254.6,2,138509.2,48478.22
04-07-2022,Car2,Direct Sale,Electric,Automatic,23105.81,4,92423.24,15711.9508
04-07-2022,Car2,Pre Book,Electric,Automatic,60851.78,3,182555.34,38336.6214
04-07-2022,Car3,Pre Book,Petrol,Automatic,49292.28,1,49292.28,34504.596
04-07-2022,Car2,Direct Sale,Petrol,Manual,82643.22,1,82643.22,57023.8218
05-07-2022,Car2,Pre Book,Diesel,Automatic,32236.95,2,64473.9,19342.17
